method,path,file,line,handler,module,guards,public,roles,kind,svcCall,hasFrontendCaller
PUT,/api/sd/leads/:id/status,modules/sd/presentation/sd-leads.controller.ts,130,updateStatus,sd,"JwtAuthGuard, RolesGuard|RolesGuard",false,...SD_WRITE_ROLES,svc,svc.updateStatus,true
DELETE,/api/sd/leads/:id,modules/sd/presentation/sd-leads.controller.ts,145,delete,sd,"JwtAuthGuard, RolesGuard",false,...SD_ADMIN_ROLES,svc,svc.delete,true
POST,/api/sd/leads/:id/convert,modules/sd/presentation/sd-leads.controller.ts,156,convert,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.convert,true
POST,/api/sd/leads/:id/activities,modules/sd/presentation/sd-leads.controller.ts,167,addActivity,sd,"JwtAuthGuard, RolesGuard",false,...SD_WRITE_ROLES,svc,svc.addActivity,true
GET,/api/sd/leads/:id/activities,modules/sd/presentation/sd-leads.controller.ts,177,getActivities,sd,"JwtAuthGuard, RolesGuard",false,,svc,svc.getActivities,true
GET,/api/sd/orders/:id/departments,modules/sd/presentation/sd-order-departments.controller.ts,30,list,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.listForOrder,true
PATCH,/api/sd/orders/:id/departments,modules/sd/presentation/sd-order-departments.controller.ts,39,set,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.setForOrder,true
GET,/api/sd/orders/:id/saga,modules/sd/presentation/sd-order-departments.controller.ts,49,saga,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.getSaga,true
PATCH,/api/sd/orders/:id/molds/:moldId/status,modules/sd/presentation/sd-order-departments.controller.ts,58,setMoldStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.PRODUCTION_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.setMoldStatus,true
PATCH,/api/sd/orders/:id/tech-cards/:tcId/status,modules/sd/presentation/sd-order-departments.controller.ts,68,setDesignStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.TECHNOLOGIST,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.setDesignStatus,true
PATCH,/api/sd/orders/:id/cliches/:clicheId/status,modules/sd/presentation/sd-order-departments.controller.ts,78,setClicheStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.TECHNOLOGIST,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.setClicheStatus,true
PATCH,/api/sd/orders/:id/shipping/status,modules/sd/presentation/sd-order-departments.controller.ts,88,setShippingStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.WAREHOUSE,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.setShippingStatus,true
PATCH,/api/sd/orders/:id/materials/:reqId/status,modules/sd/presentation/sd-order-departments.controller.ts,98,setMaterialStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.WAREHOUSE,Role.DIRECTOR,Role.SUPER_ADMIN,svc,svc.setMaterialStatus,true
GET,/api/sd/orders/export,modules/sd/presentation/sd-orders.controller.ts,51,exportOrders,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,Role.FINANCE_MANAGER,svc,queryBus.execute,true
GET,/api/sd/orders,modules/sd/presentation/sd-orders.controller.ts,79,listOrders,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,Role.FINANCE,svc,logger.log,true
GET,/api/sd/orders/pending-advance,modules/sd/presentation/sd-orders.controller.ts,95,getPendingAdvanceOrders,sd,"JwtAuthGuard, RolesGuard",false,Role.FINANCE,Role.DIRECTOR,Role.SUPER_ADMIN,svc,logger.log,true
GET,/api/sd/orders/:id,modules/sd/presentation/sd-orders.controller.ts,110,getOrder,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,svc,logger.log,true
POST,/api/sd/orders,modules/sd/presentation/sd-orders.controller.ts,122,createOrder,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.SUPER_ADMIN,svc,logger.log,true
PATCH,/api/sd/orders/:id/status,modules/sd/presentation/sd-orders.controller.ts,148,updateStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.SUPER_ADMIN,Role.DIRECTOR,svc,logger.log,true
POST,/api/sd/orders/:id/advance-bypass,modules/sd/presentation/sd-orders.controller.ts,163,bypassAdvance,sd,"JwtAuthGuard, RolesGuard",false,Role.DIRECTOR,Role.SUPER_ADMIN,svc,logger.log,true
PATCH,/api/sd/orders/:id/tech-checkpoint,modules/sd/presentation/sd-orders.controller.ts,178,approveCheckpoint,sd,"JwtAuthGuard, RolesGuard",false,Role.TECHNOLOGIST,Role.SUPER_ADMIN,svc,logger.log,true
POST,/api/sd/orders/:id/advance-payment,modules/sd/presentation/sd-orders.controller.ts,193,confirmAdvancePayment,sd,"JwtAuthGuard, RolesGuard",false,Role.FINANCE,Role.FINANCE_MANAGER,Role.DIRECTOR,Role.SUPER_ADMIN,svc,commandBus.execute,true
PUT,/api/sd/orders/:id/status,modules/sd/presentation/sd-orders.controller.ts,206,putOrderStatus,sd,"JwtAuthGuard, RolesGuard",false,Role.SALES_MANAGER,Role.SUPER_ADMIN,Role.DIRECTOR,svc,commandBus.execute,true
GET,/api/sd/payments,modules/sd/presentation/sd-payments.controller.ts,51,listPayments,sd,"",false,,svc,svc.list,true
POST,/api/sd/payments,modules/sd/presentation/sd-payments.controller.ts,68,createPayment,sd,"",false,,svc,svc.create,true
GET,/api/sd/payments/debitors,modules/sd/presentation/sd-payments.controller.ts,76,getDebitors,sd,"",false,,svc,svc.getDebitors,true
GET,/api/sd/payments/overdue,modules/sd/presentation/sd-payments.controller.ts,83,getOverdue,sd,"",false,,svc,svc.getOverdue,true
GET,/api/sd/debitors,modules/sd/presentation/sd-payments.controller.ts,90,getDebitorsList,sd,"",false,,svc,svc.getDebitors,true
GET,/api/sd/active-rentals,modules/sd/presentation/sd-payments.controller.ts,97,getActiveRentals,sd,"",false,,svc,svc.getActiveRentals,true
PUT,/api/sd/payments/:id,modules/sd/presentation/sd-payments.controller.ts,104,updatePayment,sd,"",false,,real?,,true
GET,/api/sd/quotations,modules/sd/presentation/sd-quotations.controller.ts,68,listQuotations,sd,"",false,,svc,svc.listQuotations,true
POST,/api/sd/quotations,modules/sd/presentation/sd-quotations.controller.ts,84,createQuotation,sd,"",false,,svc,svc.createQuotation,true
POST,/api/sd/contracts,modules/sd/presentation/sd-quotations.controller.ts,92,createContract,sd,"",false,,svc,svc.createContract,true
GET,/api/sd/price-formulas,modules/sd/presentation/sd-quotations.controller.ts,97,getPriceFormulas,sd,"",false,,svc,svc.getPriceSettings,true
POST,/api/sd/calculate-price,modules/sd/presentation/sd-quotations.controller.ts,105,calculatePrice,sd,"",false,,svc,svc.calculatePrice,true
GET,/api/sd/kpi/team,modules/sd/presentation/sd-quotations.controller.ts,117,getKpiTeam,sd,"",false,,svc,svc.getKpiTeam,true
GET,/api/sd/kpi-targets,modules/sd/presentation/sd-quotations.controller.ts,122,getKpiTargets,sd,"",false,,svc,svc.getKpiTargets,true
GET,/api/sd/reports/funnel,modules/sd/presentation/sd-quotations.controller.ts,129,getFunnelReport,sd,"",false,,svc,svc.getFunnelReport,true
POST,/api/sd/quotations/:id/convert-to-order,modules/sd/presentation/sd-quotations.controller.ts,136,convertToOrder,sd,"",false,,svc,svc.convertToOrder,true
POST,/api/sd/quotations/:id/convert,modules/sd/presentation/sd-quotations.controller.ts,143,convertQuotation,sd,"",false,,svc,svc.convertToOrder,true
POST,/api/sd/quotations/:id/send,modules/sd/presentation/sd-quotations.controller.ts,152,sendQuotation,sd,"",false,,svc,svc.sendQuotation,true
PUT,/api/sd/quotations/:id/send,modules/sd/presentation/sd-quotations.controller.ts,159,putSendQuotation,sd,"",false,,svc,svc.sendQuotation,true
PATCH,/api/sd/quotations/:id/approve,modules/sd/presentation/sd-quotations.controller.ts,166,approveQuotation,sd,"",false,,svc,svc.approveQuotation,true
PUT,/api/sd/quotations/:id/approve,modules/sd/presentation/sd-quotations.controller.ts,173,putApproveQuotation,sd,"",false,,svc,svc.approveQuotation,true
PATCH,/api/sd/quotations/:id,modules/sd/presentation/sd-quotations.controller.ts,180,updateQuotation,sd,"",false,,svc,svc.updateQuotation,true
DELETE,/api/sd/quotations/:id,modules/sd/presentation/sd-quotations.controller.ts,187,deleteQuotation,sd,"",false,,svc,svc.deleteQuotation,true
PATCH,/api/sd/kpi-targets/:id,modules/sd/presentation/sd-quotations.controller.ts,196,updateKpiTarget,sd,"",false,,svc,svc.updateKpiTarget,true
PATCH,/api/sd/orders/:id/cancel,modules/sd/presentation/sd-quotations.controller.ts,203,cancelOrder,sd,"",false,,svc,svc.cancelOrder,true
POST,/api/sd/orders/:id/cancel,modules/sd/presentation/sd-quotations.controller.ts,210,postCancelOrder,sd,"",false,,svc,svc.cancelOrder,true
PATCH,/api/sd/payments/:id/mark-paid,modules/sd/presentation/sd-quotations.controller.ts,217,markPaymentPaid,sd,"",false,,svc,svc.markPaymentPaid,true
PUT,/api/sd/payments/:id/mark-paid,modules/sd/presentation/sd-quotations.controller.ts,224,putMarkPaymentPaid,sd,"",false,,svc,svc.markPaymentPaid,true
PUT,/api/sd/contracts/:id/sign,modules/sd/presentation/sd-quotations.controller.ts,231,putSignContract,sd,"",false,,svc,svc.signContract,true
PUT,/api/sd/price-formulas,modules/sd/presentation/sd-quotations.controller.ts,237,putPriceFormulas,sd,"",false,,svc,svc.upsertPriceFormula,true
GET,/api/sales/invoices,modules/sd/sales/sales.controller.ts,49,listInvoices,sd,"RolesGuard",false,,svc,svc.listInvoices,false
GET,/api/sales/analytics/monthly-trend,modules/sd/sales/sales.controller.ts,65,getMonthlyTrend,sd,"RolesGuard",false,,svc,svc.getMonthlyTrend,true
GET,/api/sales/analytics/velocity,modules/sd/sales/sales.controller.ts,72,getVelocity,sd,"RolesGuard",false,,svc,svc.getVelocity,false
GET,/api/sales/commission/calculations,modules/sd/sales/sales.controller.ts,79,getCommissionCalculations,sd,"RolesGuard",false,,svc,svc.getCommissionCalculations,false
GET,/api/sales/forecast/accuracy,modules/sd/sales/sales.controller.ts,93,getForecastAccuracy,sd,"RolesGuard",false,,svc,svc.getForecastAccuracy,true
GET,/api/sales/forecast/generate,modules/sd/sales/sales.controller.ts,100,generateForecast,sd,"RolesGuard",false,,svc,svc.generateForecast,true
POST,/api/sales/forecast/generate,modules/sd/sales/sales.controller.ts,113,postGenerateForecast,sd,"RolesGuard",false,,svc,svc.generateForecast,true
GET,/api/sales/forecast/history,modules/sd/sales/sales.controller.ts,127,getForecastHistory,sd,"RolesGuard",false,,svc,svc.getForecastHistory,true
GET,/api/sales/targets/leaderboard,modules/sd/sales/sales.controller.ts,139,getLeaderboard,sd,"RolesGuard",false,,svc,svc.getLeaderboard,false
GET,/api/raci-crisis/tasks,modules/security/presentation/raci.controller.ts,51,listTasks,security,"RolesGuard",false,,svc,svc.listTasks,true
POST,/api/raci-crisis/tasks,modules/security/presentation/raci.controller.ts,59,createTask,security,"RolesGuard",false,,svc,svc.createTask,true
GET,/api/raci-crisis/tasks/:id/assignments,modules/security/presentation/raci.controller.ts,80,getTaskAssignments,security,"RolesGuard",false,,svc,svc.getTaskAssignments,true
POST,/api/raci-crisis/assignments,modules/security/presentation/raci.controller.ts,88,createAssignment,security,"RolesGuard",false,,svc,svc.createAssignment,false
DELETE,/api/raci-crisis/assignments/:id,modules/security/presentation/raci.controller.ts,102,deleteAssignment,security,"RolesGuard",false,,svc,svc.deleteAssignment,false
GET,/api/raci-crisis/stages,modules/security/presentation/raci.controller.ts,110,getStages,security,"RolesGuard",false,,svc,svc.getStages,false
GET,/api/raci-crisis/crises,modules/security/presentation/raci.controller.ts,117,listCrises,security,"RolesGuard",false,,svc,svc.listCrises,true
GET,/api/raci-crisis/assessments,modules/security/presentation/raci.controller.ts,124,listAssessments,security,"RolesGuard",false,,svc,svc.listAssessments,false
POST,/api/raci-crisis/assessments,modules/security/presentation/raci.controller.ts,132,createAssessment,security,"RolesGuard",false,,svc,svc.createAssessment,false
GET,/api/security,modules/security/presentation/security.controller.ts,87,getAll,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,svc,queryBus.execute,true
GET,/api/security/:id,modules/security/presentation/security.controller.ts,110,getById,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,svc,incidentRepo.findById,false
POST,/api/security/report,modules/security/presentation/security.controller.ts,121,reportIncident,security,"JwtAuthGuard, RolesGuard",false,,svc,commandBus.execute,false
PATCH,/api/security/:id,modules/security/presentation/security.controller.ts,138,updateIncident,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,svc,commandBus.execute,false
PATCH,/api/security/:id/resolve,modules/security/presentation/security.controller.ts,155,resolveIncident,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,svc,commandBus.execute,false
POST,/api/security/visitors/:id/exit,modules/security/presentation/security.controller.ts,173,recordVisitorExit,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,svc,queryBus.execute,true
GET,/api/security/visitors,modules/security/presentation/security.controller.ts,183,getVisitors,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,svc,queryBus.execute,true
GET,/api/security/incidents,modules/security/presentation/security.controller.ts,192,getIncidents,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,svc,queryBus.execute,true
GET,/api/security/access-zones,modules/security/presentation/security.controller.ts,205,getAccessZones,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,accessSvc.findAll,true
GET,/api/security/attendance-records,modules/security/presentation/security.controller.ts,213,getAttendanceRecords,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,attendanceSvc.findAll,true
GET,/api/security/daily-summary,modules/security/presentation/security.controller.ts,221,getDailySummary,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,,true
GET,/api/security/fire-sensors,modules/security/presentation/security.controller.ts,227,getFireSensors,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,,true
GET,/api/security/ppe-checks,modules/security/presentation/security.controller.ts,233,getPpeChecks,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,,true
GET,/api/security/ppe-stats,modules/security/presentation/security.controller.ts,239,getPpeStats,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,,true
GET,/api/security/ppe-violations,modules/security/presentation/security.controller.ts,245,getPpeViolations,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,stub/dead,,true
PATCH,/api/security/visitors/:id/exit,modules/security/presentation/security.controller.ts,253,patchVisitorExit,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,real?,,true
POST,/api/security/visitors,modules/security/presentation/security.controller.ts,263,createVisitor,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,real?,,true
POST,/api/security/incidents,modules/security/presentation/security.controller.ts,283,createIncident,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,real?,,true
POST,/api/security/ppe-checks,modules/security/presentation/security.controller.ts,302,createPpeCheck,security,"JwtAuthGuard, RolesGuard",false,Role.SUPER_ADMIN,Role.DIRECTOR,Role.SECURITY,real?,,true
PUT,/api/storage/upload,modules/storage/storage.controller.ts,64,uploadFile,storage,"",false,,real?,,false
GET,/api/storage/*,modules/storage/storage.controller.ts,122,serveFile,storage,"",false,,real?,,false
GET,/api/inventory/advanced/analytics,modules/wms/presentation/inventory-advanced.controller.ts,30,getAnalytics,wms,"JwtAuthGuard, RolesGuard",false,,svc,svc.getAnalytics,false
GET,/api/inventory/advanced/counts,modules/wms/presentation/inventory-advanced.controller.ts,37,getCounts,wms,"JwtAuthGuard, RolesGuard",false,,svc,svc.getCounts,false
GET,/api/inventory/advanced/barcodes,modules/wms/presentation/inventory-advanced.controller.ts,53,getBarcodeAssignments,wms,"JwtAuthGuard, RolesGuard",false,,svc,svc.getBarcodeAssignments,false
GET,/api/inventory/materials,modules/wms/presentation/inventory-materials.controller.ts,58,listMaterials,wms,"JwtAuthGuard, RolesGuard",false,...INV_READ,svc,logger.log,true
GET,/api/inventory/materials/:id/360-card,modules/wms/presentation/inventory-materials.controller.ts,75,get360Card,wms,"JwtAuthGuard, RolesGuard",false,...INV_READ,svc,logger.log,true
PUT,/api/inventory/materials/:id,modules/wms/presentation/inventory-materials.controller.ts,86,updateMaterial,wms,"JwtAuthGuard, RolesGuard",false,...INV_WRITE,svc,logger.log,true
DELETE,/api/inventory/materials/:id,modules/wms/presentation/inventory-materials.controller.ts,98,deleteMaterial,wms,"JwtAuthGuard, RolesGuard",false,...INV_WRITE,stub/dead,logger.log,true
